ENROLLMENTPIDM,GENDER,FIRST_GEN,LOW_SES,LGBTQ,AGE,Age Group,ETHNICITYROLLUP,MIDEAST,API,HISPANIC,CREDITHOURS,CR/NC,FIRSTTIMEATWVC,FIRSTSEM,FINAID2223,ZIPCODE,SPRADDR_CITY,STVEGOL_DESC,STVMAJR_DESC,TOTAL_UNITS_ATT,TOTAL_UNITS_EARNED,SHRLGPA_GPA_HOURS,SHRLGPA_QUALITY_POINTS,STVSTYP_DESC,EDLEVEL,High School,HSCODE,GRAD_YEAR,RESIDENCY_TYPE
1534352,Male,N,Y,N,19,19 or Less,Asian,N,Y,N,12.0-14.9,Credit,No,202070,Yes,95124,San Jose,Associate & transfer to 4-yr,Kinesiology AAT,29,29,29,100,First Time Student,Received High School Diploma,Branham High Schl,433086,2022,In state Resident
1534678,Female,Y,N,N,20,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,202070,No,95117,San Jose,Associate & transfer to 4-yr,Apparel Design 2,21,3,14,9,Continuing Student,Received High School Diploma,Del Mar High,433195,2020,In state Resident
1534698,Female,N,N,N,18,19 or Less,White,N,N,N,12.0-14.9,Credit,No,202050,No,95118,San Jose,Associate & transfer to 4-yr,Psychology,31,28,28,84,Continuing Student,Received High School Diploma,Willow Glen High,433895,2021,In state Resident
1534778,Male,N,N,N,19,19 or Less,Two or More,N,Y,N,3.0-5.9,Credit,No,202070,No,95008,Campbell,Associate & transfer to 4-yr,English,14,7,7,20,Continuing Student,Received High School Diploma,Branham High Schl,433086,2021,In state Resident
1535106,Female,N,N,N,16,19 or Less,Asian,N,Y,N,6.0-8.9,Credit,No,202050,No,95130,San Jose,Associate & transfer to 4-yr,"Civil Track, AS",30.5,30.5,30.5,122,Concurrent - HS Student,Special Admit enrolled K-12,Westmont High,433850,,Concurrent / High School
1535255,Male,Y,Y,N,19,19 or Less,Hispanic,N,N,Y,3.0-5.9,Credit,No,202050,Yes,95110,San Jose,2-yr associate degree,Business Administration,12.5,3.5,4,3,Returning Student,Received High School Diploma,Willow Glen High,433895,2020,In state Resident
1535273,Female,N,N,N,20,20-24,White,N,N,N,12.0-14.9,Credit,No,202070,No,95032,Los Gatos,Associate & transfer to 4-yr,Biological Science,60,32,44,64,Continuing Student,Received High School Diploma,Los Gatos High,433437,2020,Out of state Resident
1535301,Male,N,N,N,16,19 or Less,Asian,N,Y,N,3.0-5.9,Credit,No,202050,No,95070,Saratoga,Educational development,Biological Science,3,3,3,12,Concurrent - HS Student,Special Admit enrolled K-12,Lynbrook High,433442,,Concurrent / High School
1535493,Male,N,N,N,21,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,202050,No,95118,San Jose,Associate & transfer to 4-yr,Theatre Arts:Acting,35.5,33.5,30,99,Continuing Student,Received High School Diploma,Pioneer High,433594,2020,In state Resident
1535609,Female,N,N,N,20,20-24,White,N,N,N,9.0-11.9,Credit,No,202070,No,94024,Los Altos,Associate & transfer to 4-yr,Transfer Studies CSU GE-B,41,27,24,64,Continuing Student,Received High School Diploma,Los Altos High,433411,2020,In state Resident
1535640,Female,N,N,Y,17,19 or Less,White,N,N,N,12.0-14.9,Credit,Yes,,No,95008,Campbell,Associate & transfer to 4-yr,Psychology,,,,,First Time Student,Received High School Diploma,Westmont High,433850,2022,In state Resident
1536302,Male,N,N,N,17,19 or Less,White,N,N,N,9.0-11.9,Credit,Yes,,No,95070,Saratoga,Transfer to 4-year w/o Asso.,Liberal Arts: Arts & Hum,,,,,Concurrent - HS Student,Special Admit enrolled K-12,Prospect High,433613,,Concurrent / High School
1536436,Male,Y,Y,N,21,20-24,Hispanic,N,N,Y,9.0-11.9,Credit,No,202230,Yes,95128,San Jose,Associate & transfer to 4-yr,Engineering,3,0,3,0,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2018,In state Resident
1536508,Male,Y,Y,N,20,20-24,White,N,N,N,9.0-11.9,Credit,No,202070,No,95125,San Jose,Associate & transfer to 4-yr,Marketing,44,44,42,123,Continuing Student,Received High School Diploma,Willow Glen High,433895,2020,In state Resident
1536628,Female,N,N,N,24,20-24,Asian,N,Y,N,3.0-5.9,Credit,Yes,,No,95129,San Jose,Associate & transfer to 4-yr,Biological Science,,,,,Returning Student,Received High School Diploma,Lynbrook High,433442,2016,In state Resident
1537917,Male,Y,Y,N,21,20-24,Asian,N,Y,N,3.0-5.9,Credit,Yes,,No,95035,Milpitas,Associate & transfer to 4-yr,"Mech, Aero, Manuf Track, AS",73.5,73.5,70.5,266.5,Continuing Student,Foreign 2ndr Diploma/Cert Grad,Foreign High School,8XXXXX,2019,In state Resident
1537944,Male,N,N,N,17,19 or Less,White,Y,N,N,3.0-5.9,Credit,No,202130,No,95070,Saratoga,Associate & transfer to 4-yr,Biological Science,5,5,5,20,Concurrent - HS Student,Special Admit enrolled K-12,Saratoga High,433776,,Concurrent / High School
1538030,Male,N,N,N,18,19 or Less,African American/African,N,N,N,6.0-8.9,Credit,Yes,,No,95035,Milpitas,Associate & transfer to 4-yr,Transfer Studies IGETC,,,,,First Time Student,GED/HS Cert Equiv/Completion,Milpitas High,433447,2022,In state Resident
1538895,Male,N,N,N,17,19 or Less,Asian,N,Y,N,3.0-5.9,Credit,No,202050,No,95129,San Jose,Associate & transfer to 4-yr,Mathematics,13,13,13,37,Concurrent - HS Student,Special Admit enrolled K-12,Lynbrook High,433442,,Concurrent / High School
1541195,Male,N,Y,N,20,20-24,White,N,N,N,12.0-14.9,Credit,No,202070,Yes,95032,Los Gatos,Associate & transfer to 4-yr,Engineering,70,70,65,250,Continuing Student,Received High School Diploma,Leigh High,433023,2020,In state Resident
1541899,Male,N,Y,N,20,20-24,White,N,N,N,6.0-8.9,Credit,No,202070,No,95120,San Jose,Associate & transfer to 4-yr,Computer Science,43,31,34,77,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2020,In state Resident
1542273,Female,Y,N,N,20,20-24,Hispanic,N,N,Y,12.0-14.9,Credit,No,202070,No,95126,San Jose,Associate & transfer to 4-yr,Elementary Teacher Education,47,37,37,112,Continuing Student,Received High School Diploma,Archbishop Mitty High,694034,2019,In state Resident
1545170,Male,N,N,N,17,19 or Less,Hispanic,N,N,Y,6.0-8.9,Credit,No,202230,No,95030,Monte Sereno,Associate & transfer to 4-yr,Business Administration,7,7,7,28,Concurrent - HS Student,Special Admit enrolled K-12,Los Gatos High,433437,,Concurrent / High School
1545573,Female,N,N,N,20,20-24,White,N,N,N,6.0-8.9,Credit,No,202070,No,95124,San Jose,Associate & transfer to 4-yr,Early Childhood Education,48.5,48.5,48,154,Continuing Student,Received High School Diploma,Branham High Schl,433086,2020,In state Resident
1547014,Male,N,N,N,20,20-24,Filipino,N,Y,N,3.0-5.9,Credit,No,202170,No,95128,San Jose,Associate & transfer to 4-yr,Theatre Arts:Acting,12,9,9,21,Continuing Student,Received High School Diploma,Branham High Schl,433086,2020,In state Resident
1548458,Female,Y,Y,N,25,25-29,Unknown,U,U,N,3.0-5.9,Credit,No,202070,Yes,95032,Los Gatos,Associate & transfer to 4-yr,Interior Design,30,14,15,40,Continuing Student,Received High School Diploma,High School - Michigan,600220,2015,Out of state Resident
1548591,Female,N,Y,N,22,20-24,Asian,N,Y,N,3.0-5.9,Credit,No,202230,No,95125,San Jose,Associate & transfer to 4-yr,"Business, AS",1,1,1,1,Continuing Student,Received High School Diploma,Leland High,433352,2018,Out of state Resident
1549622,Male,N,N,N,19,19 or Less,Asian,N,Y,N,12.0-14.9,Credit,Yes,,No,94087,Sunnyvale,Associate & transfer to 4-yr,"Computer, Software Track, AS",,,,,Transfer Student,Received High School Diploma,Archbishop Mitty High,694034,2021,AB540 Waiver
1550683,Male,N,N,N,20,20-24,White,N,N,N,15+,Credit,No,202070,No,95070,Saratoga,Associate & transfer to 4-yr,Liberal Arts: Comm & Media,53,32,35,107,Continuing Student,Received High School Diploma,Saratoga High,433776,2020,In state Resident
1551818,Female,N,Y,N,20,20-24,African American/African,N,N,N,15+,Credit,No,202050,Yes,94301,Palo Alto,Associate & transfer to 4-yr,"Biology, AST",73.5,30.5,39,47,Continuing Student,Received High School Diploma,Palo Alto High,433578,2020,In state Resident
1551956,Male,Y,Y,N,20,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,202070,No,95129,San Jose,Associate & transfer to 4-yr,Public Health,59.5,59.5,58,162,Continuing Student,Received High School Diploma,Cupertino High,433179,2020,In state Resident
1556853,Female,N,N,N,19,19 or Less,Asian,N,Y,N,9.0-11.9,Credit,No,202050,No,95014,Cupertino,Associate & transfer to 4-yr,"Biology, AST",95.5,65.5,65,229,Continuing Student,Received High School Diploma,Cupertino High,433179,2020,In state Resident
1563563,Male,Y,N,N,21,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,202050,No,95125,San Jose,Associate & transfer to 4-yr,"English, AAT",29.5,26.5,24,68,Continuing Student,Received High School Diploma,Broadway High,433211,2001,In state Resident
1564687,Female,N,N,Y,20,20-24,White,N,N,N,15+,Credit,No,202170,No,95131,San Jose,Transfer to 4-year w/o Asso.,Theatre Arts,21,21,21,78,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2020,In state Resident
1565292,Female,N,N,N,20,20-24,Asian,N,Y,N,9.0-11.9,Credit,No,202070,No,95118,San Jose,Transfer to 4-year w/o Asso.,Architecture,48,48,48,192,Continuing Student,Received High School Diploma,Leland High,433352,2020,In state Resident
1574809,Female,N,N,N,19,19 or Less,White,N,N,N,12.0-14.9,Credit,No,202070,No,95066,Scotts Valley,Associate & transfer to 4-yr,Apparel Design,48.5,48.5,48,179,Continuing Student,Received High School Diploma,Scotts Valley High,443021,2021,In state Resident
1575021,Female,N,Y,N,19,19 or Less,Hispanic,N,N,Y,6.0-8.9,Credit,No,202050,No,95122,San Jose,Associate & transfer to 4-yr,Liberal Arts: Sci & Math,84.5,63.5,63,195,Continuing Student,Received High School Diploma,Pioneer High,433594,2020,In state Resident
1575085,Male,N,N,N,21,20-24,Filipino,N,Y,N,15+,Credit,No,202170,No,95020,Gilroy,Associate & transfer to 4-yr,Business Admininstration,76.5,62.5,62,194.2,Continuing Student,Received High School Diploma,Oakwood School,709994,2019,In state Resident
1575742,Female,Y,Y,N,20,20-24,Hispanic,N,N,Y,12.0-14.9,Credit,No,202070,No,95123,San Jose,Associate & transfer to 4-yr,Business Administration,35,32,32,99,Continuing Student,Received High School Diploma,Abraham Lincoln High,433379,2020,In state Resident
1575946,Male,Y,Y,N,21,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,202070,No,95130,San Jose,Associate & transfer to 4-yr,Studio Arts,98,95,94,229.4,Continuing Student,Received High School Diploma,Bellarmine College Preparatory,694037,2019,In state Resident
1576412,Male,N,Y,N,19,19 or Less,Pacific Islander,N,Y,N,3.0-5.9,Credit,No,202070,No,95130,San Jose,Associate & transfer to 4-yr,Business Administration,41,25,30,51,Continuing Student,Received High School Diploma,Prospect High,433613,2020,In state Resident
1576532,Male,N,N,N,17,19 or Less,White,N,N,N,9.0-11.9,Credit,No,202070,No,95032,Los Gatos,Associate & transfer to 4-yr,Engineering,37,37,37,143,Concurrent - HS Student,Special Admit enrolled K-12,Leigh High,433023,,Concurrent / High School
1576876,Female,N,Y,Y,18,19 or Less,White,N,N,N,12.0-14.9,Credit,No,202070,Yes,95124,San Jose,Associate & transfer to 4-yr,Liberal Arts: Arts & Hum,3,3,3,12,First Time Student,Received High School Diploma,Leigh High,433023,2022,In state Resident
1577280,Male,Y,N,N,20,20-24,White,N,N,N,9.0-11.9,Credit,No,202070,No,95123,San Jose,Associate & transfer to 4-yr,"Biology, AS-T",46,31,31,121,Continuing Student,Associate Degree,Santa Teresa High,433002,,In state Resident
1577287,Female,N,N,N,19,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202070,No,95052,Santa Clara,Associate & transfer to 4-yr,Business Administration,29,29,29,101,Continuing Student,Received High School Diploma,Leigh High,433023,2021,In state Resident
1577424,Male,N,N,N,18,19 or Less,White,N,N,N,3.0-5.9,Credit,Yes,,No,95124,San Jose,Associate & transfer to 4-yr,Public Health,,,,,First Time Student,Received High School Diploma,Leigh High,433023,2022,In state Resident
1577835,Male,Y,Y,N,20,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,202130,No,95134,San Jose,Associate & transfer to 4-yr,"Biology, AS-T",24,1,11,1,Continuing Student,Received High School Diploma,Santa Clara High School,694172,2002,In state Resident
1577908,Male,N,N,N,19,19 or Less,White,N,N,N,12.0-14.9,Credit,No,202070,No,95032,Los Gatos,Associate & transfer to 4-yr,Business Administration,3,3,3,12,Transfer Student,Received High School Diploma,Leigh High,433023,2021,In state Resident
1578089,Female,N,Y,Y,18,19 or Less,White,N,N,N,15+,Credit,No,202070,Yes,95124,San Jose,Associate & transfer to 4-yr,"Biology, AST",9,9,9,33,First Time Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2022,In state Resident
1578120,Female,N,N,Y,21,20-24,Hispanic,N,N,Y,15+,Credit,No,202070,No,95119,San Jose,Associate & transfer to 4-yr,"Biology, AST",109,101,99,288,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2019,In state Resident
1578353,Female,N,N,Y,20,20-24,White,N,N,N,9.0-11.9,Credit,No,202070,No,95020,Gilroy,Associate & transfer to 4-yr,Studio Arts,46.5,31,29,102,Continuing Student,Received High School Diploma,California Virtual Academy At,011228,2020,In state Resident
1579247,Female,Y,Y,N,22,20-24,Hispanic,N,N,Y,9.0-11.9,Credit,No,202070,No,95126,San Jose,Associate & transfer to 4-yr,Business Administration,28,6,15,9,Continuing Student,Received High School Diploma,Pioneer High,433594,2018,In state Resident
1582025,Female,Y,N,N,18,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,Yes,,No,95111,San Jose,Associate & transfer to 4-yr,"Business Administrat 2.0, AS-T",3,3,3,9,First Time Student,Received High School Diploma,Piedmont Hills High Schl,433590,2022,In state Resident
1582561,Female,N,N,N,37,35-39,Asian,N,Y,N,9.0-11.9,Credit,Yes,,No,94538,Fremont,Associate & transfer to 4-yr,"Early Childhood Education, AS",17,17,17,65,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,2001,In state Resident
1582898,Female,Y,Y,Y,22,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,202150,No,95123,San Jose,Associate & transfer to 4-yr,"Business Administration, AST",39,36,36,97,Continuing Student,Received High School Diploma,Sierra High,393031,2017,In state Resident
1583171,Male,N,N,N,18,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,Yes,,No,95118,San Jose,Associate & transfer to 4-yr,"Film, TV, Elect. Media, AS-T",,,,,First Time Student,Received High School Diploma,Branham High Schl,433086,2022,In state Resident
1583368,Male,N,N,N,17,19 or Less,White,N,N,N,3.0-5.9,Credit,No,202130,No,95124,San Jose,Credit for HS diploma/GED,"Business Administrat 2.0, AS-T",3,3,3,12,Concurrent - HS Student,Special Admit enrolled K-12,Othr CA High Sch - no CDS code,600050,,Concurrent / High School
1584019,Female,N,N,N,20,20-24,White,N,N,N,9.0-11.9,Credit,No,202130,No,95032,Los Gatos,Associate & transfer to 4-yr,Business Admininstration,40.5,34.5,39,95,Continuing Student,Received High School Diploma,Los Gatos High,433437,2020,In state Resident
1584202,Female,N,N,N,17,19 or Less,Unknown,U,U,N,9.0-11.9,Credit,No,202130,No,95117,San Jose,Transfer to 4-year w/o Asso.,Mathematics,42,42,41,164,Concurrent - HS Student,Special Admit enrolled K-12,Westmont High,433850,,Concurrent / High School
1584286,Male,N,N,N,21,20-24,White,N,N,N,3.0-5.9,Credit,No,202110,No,95051,Santa Clara,Associate & transfer to 4-yr,Marketing,37,37,37,112,Continuing Student,Received High School Diploma,Archbishop Mitty High,694034,2019,In state Resident
1584447,Female,Y,Y,Y,35,35-39,Asian,N,Y,N,9.0-11.9,Credit,Yes,,Yes,93552,Palmdale,Associate & transfer to 4-yr,Paralegal,,,,,Transfer Student,Associate Degree,Daily (Allan F.) High (Continu,193347,2006,In state Resident
1584792,Female,Y,N,N,34,30-34,Hispanic,N,N,Y,3.0-5.9,Credit,Yes,,No,94089,Sunnyvale,Associate & transfer to 4-yr,"Early Childhood Education, AST",12,12,12,48,Continuing Student,Received High School Diploma,Los Altos High,433411,2006,AB540 Waiver
1585197,Male,N,N,N,24,20-24,White,N,N,N,12.0-14.9,Credit,No,202130,No,95014,Cupertino,Associate & transfer to 4-yr,"Interior Design, CA",109.66,95.66,104.66,265.2,Continuing Student,Received High School Diploma,Fremont High,433247,2016,Out of state Resident
1585293,Female,N,N,N,19,19 or Less,Asian,N,Y,N,12.0-14.9,Credit,No,202130,No,95020,Gilroy,Associate & transfer to 4-yr,Computer Science,38,13,18,48,Continuing Student,Associate Degree,Dr. T. J. Owens Gilroy Early C,011449,2020,In state Resident
1585488,Female,Y,Y,N,18,19 or Less,Hispanic,N,N,Y,15+,Credit,Yes,,Yes,95111,San Jose,Associate & transfer to 4-yr,Elementary Teacher Education,6,6,6,21,First Time Student,Received High School Diploma,Andrew P Hill High Schl,433299,2022,In state Resident
1585586,Female,N,N,N,17,19 or Less,White,N,N,N,6.0-8.9,Credit,No,202130,No,95008,Campbell,Transfer to 4-year w/o Asso.,"Biology, AST",13,13,13,52,Concurrent - HS Student,Special Admit enrolled K-12,Westmont High,433850,,Concurrent / High School
1585651,Female,N,N,N,42,40-49,Asian,N,Y,N,3.0-5.9,Credit,No,202130,No,95124,San Jose,,Studio Arts,9,9,9,36,Continuing Student,Associate Degree,Foreign High School,8XXXXX,,In state Resident
1585952,Male,N,N,N,17,19 or Less,Asian,N,Y,N,3.0-5.9,Credit,No,202130,No,95129,San Jose,Credit for HS diploma/GED,Business Administration,3,3,3,12,Concurrent - HS Student,Special Admit enrolled K-12,Lynbrook High,433442,,Concurrent / High School
1586066,Female,N,N,N,29,25-29,Asian,N,Y,N,0.1-2.9,Credit,Yes,,No,95050,Santa Clara,Associate & transfer to 4-yr,"Nutrition, AST",,,,,Returning Student,Bachelor Degree or higher,Foreign High School,8XXXXX,2011,In state Resident
1586393,Male,N,N,N,20,20-24,White,N,N,N,9.0-11.9,Credit,No,202130,No,95050,Santa Clara,Associate & transfer to 4-yr,"Creating Music for Film, TV",28,28,27,108,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2020,In state Resident
1587322,Female,Y,Y,N,30,30-34,Hispanic,N,N,Y,9.0-11.9,Credit,No,202130,Yes,95129,San Jose,Associate & transfer to 4-yr,Medical Admininstrative Asst,25.5,25.5,23,92,Continuing Student,GED/HS Cert Equiv/Completion,Milpitas High,433447,2019,In state Resident
1587396,Female,N,N,N,18,19 or Less,White,Y,N,N,12.0-14.9,Credit,No,202170,No,95123,San Jose,Associate & transfer to 4-yr,Marketing,27,23,23,52,Continuing Student,Received High School Diploma,Pioneer High,433594,2021,In state Resident
1587485,Female,N,N,Y,19,19 or Less,Hispanic,N,Y,Y,12.0-14.9,Credit,Yes,,No,95032,Los Gatos,Associate & transfer to 4-yr,Sociology,,,,,Continuing Student,Received High School Diploma,Los Gatos High,433437,2021,In state Resident
1587571,Female,N,Y,N,31,30-34,White,N,N,N,3.0-5.9,Credit,No,202130,Yes,95032,Los Gatos,2-yr associate degree,Biological Science,18,18,18,69,Continuing Student,Received High School Diploma,Angelo Rodriguez High,483017,2008,In state Resident
1587596,Female,N,N,N,19,19 or Less,White,N,N,N,12.0-14.9,Credit,No,202170,No,95124,San Jose,Associate & transfer to 4-yr,Psychology,25,25,25,78,Continuing Student,Received High School Diploma,Branham High Schl,433086,2021,In state Resident
1588606,Female,N,N,N,19,19 or Less,Hispanic,N,N,Y,9.0-11.9,Credit,No,202150,No,95124,San Jose,Associate & transfer to 4-yr,Business Admininstration,47,47,47,152,Continuing Student,Received High School Diploma,Branham High Schl,433086,2021,In state Resident
1588684,Male,N,N,N,19,19 or Less,White,N,N,N,15+,Credit,No,202150,No,95020,Gilroy,Associate & transfer to 4-yr,Business Admininstration,58,58,58,204,Continuing Student,Received High School Diploma,Gilroy High,433283,2021,In state Resident
1588697,Male,N,N,N,19,19 or Less,Two or More,N,Y,N,12.0-14.9,Credit,Yes,,No,95037,Morgan Hill,Associate & transfer to 4-yr,Communications Studies,25,25,25,87,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2021,In state Resident
1588842,Female,Y,Y,N,19,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202170,No,95118,San Jose,Associate & transfer to 4-yr,"Engineering, AS",27.5,27.5,27,66,Continuing Student,Received High School Diploma,Pioneer High,433594,2021,In state Resident
1588877,Male,Y,Y,N,21,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,202170,No,95116,San Jose,Associate & transfer to 4-yr,Architecture,11,11,11,38,Continuing Student,Received High School Diploma,Andrew P Hill High Schl,433299,2019,In state Resident
1589113,Female,N,Y,N,18,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202170,Yes,95123,San Jose,Associate & transfer to 4-yr,Psychology,24,0,6,0,Continuing Student,Received High School Diploma,Santa Teresa High,433002,2021,In state Resident
1589131,Female,N,N,N,19,19 or Less,White,N,N,N,15+,Credit,No,202170,No,94087,Sunnyvale,Associate & transfer to 4-yr,Business Admininstration,26,26,24,89,Continuing Student,Received High School Diploma,Homestead High,433331,2021,In state Resident
1589216,Female,N,N,N,17,19 or Less,White,N,N,N,9.0-11.9,Credit,No,202150,No,95070,Saratoga,Associate & transfer to 4-yr,"Small Business Essentials, CA",39,39,39,123,Concurrent - HS Student,Special Admit enrolled K-12,Saratoga High,433776,,Concurrent / High School
1589286,Male,N,N,N,17,19 or Less,Hispanic,N,N,Y,6.0-8.9,Credit,No,202170,No,95124,San Jose,Associate & transfer to 4-yr,Mathematics,24,24,24,91,Concurrent - HS Student,Special Admit enrolled K-12,Leigh High,433023,,Concurrent / High School
1589333,Male,N,Y,N,18,19 or Less,Asian,N,Y,N,3.0-5.9,Credit,No,202230,No,95148,San Jose,Associate & transfer to 4-yr,"Biology, AST",4,4,4,16,Continuing Student,Associate Degree,Evergreen Valley High,433069,2021,In state Resident
1589432,Female,N,N,N,19,19 or Less,White,N,N,N,3.0-5.9,Credit,No,202170,No,95032,Los Gatos,Associate & transfer to 4-yr,Graphic Design,16,9,16,21,Continuing Student,Received High School Diploma,Los Gatos High,433437,2020,In state Resident
1589498,Female,N,N,Y,19,19 or Less,Asian,N,Y,N,12.0-14.9,Credit,No,202170,No,95008,Campbell,Associate & transfer to 4-yr,Public Health,30,30,25,100,Continuing Student,Received High School Diploma,Westmont High,433850,2021,In state Resident
1589512,Female,N,N,Y,18,19 or Less,Pacific Islander,N,Y,N,15+,Credit,No,202170,No,95124,San Jose,Associate & transfer to 4-yr,Biological Science,33,33,33,125,Continuing Student,Received High School Diploma,Leigh High,433023,2021,In state Resident
1589580,Male,U,Y,N,21,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,Yes,,No,95128,San Jose,Associate & transfer to 4-yr,"IT Help Desk Tech, COA",5,5,5,16,Continuing Student,GED/HS Cert Equiv/Completion,Othr CA High Sch - no CDS code,600050,2019,AB540 Waiver
1589581,Male,Y,Y,N,39,35-39,Hispanic,N,N,Y,3.0-5.9,Credit,No,202250,No,95128,San Jose,Associate & transfer to 4-yr,"IT Help Desk Tech, COA",5,5,4,12,Continuing Student,GED/HS Cert Equiv/Completion,Othr CA High Sch - no CDS code,600050,2019,AB540 Waiver
1589645,Female,N,Y,N,19,19 or Less,African American/African,N,N,N,15+,Credit,No,202150,No,94603,Oakland,Associate & transfer to 4-yr,Business Administration,46,27,37,87,Continuing Student,Received High School Diploma,Othr CA High Sch - no CDS code,600050,2021,In state Resident
1589910,Female,N,N,N,19,19 or Less,Two or More,N,Y,N,9.0-11.9,Credit,No,202150,No,95125,San Jose,Associate & transfer to 4-yr,"Small Business Essentials, CA",48.5,48.5,48,125,Continuing Student,Received High School Diploma,Willow Glen High,433895,2021,In state Resident
1589919,Male,N,N,N,19,19 or Less,White,N,N,N,15+,Credit,No,202170,No,95032,Los Gatos,Associate & transfer to 4-yr,Computer Science,27,24,24,76,Continuing Student,Received High School Diploma,Leigh High,433023,2021,In state Resident
1590236,Female,N,N,N,19,19 or Less,White,N,N,N,6.0-8.9,Credit,No,202170,No,95120,San Jose,2-yr associate degree,Graphic Design,22,6,9,15,Continuing Student,Received High School Diploma,Pioneer High,433594,2021,In state Resident
1590444,Male,N,N,N,20,20-24,Asian,N,Y,N,9.0-11.9,Credit,No,202170,No,95118,San Jose,Associate & transfer to 4-yr,Economics,33.5,33.5,26,96,Continuing Student,Received High School Diploma,Cupertino High,433179,2021,In state Resident
1590448,Male,N,N,N,20,20-24,Asian,N,Y,N,12.0-14.9,Credit,No,202170,No,95070,Saratoga,Associate & transfer to 4-yr,"Physics, Appld Phys & Geophys",24,24,24,86,Continuing Student,Received High School Diploma,Saratoga High,433776,2021,In state Resident
1590463,Female,Y,Y,N,19,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202150,Yes,95121,San Jose,Associate & transfer to 4-yr,Business Admininstration,33,20.5,27,53,Continuing Student,Received High School Diploma,Silver Creek High,433790,2021,In state Resident
1590486,Male,N,Y,N,19,19 or Less,Asian,N,Y,N,12.0-14.9,Credit,No,202170,No,95136,San Jose,Associate & transfer to 4-yr,Architecture,30.5,27.5,23,89,Continuing Student,Received High School Diploma,Evergreen Valley High,433069,2021,In state Resident
1590627,Male,N,Y,N,19,19 or Less,Asian,N,Y,N,15+,Credit,No,202170,Yes,95111,San Jose,Associate & transfer to 4-yr,Business Administration,29,9,24,24,Continuing Student,Received High School Diploma,Yerba Buena High,433001,2021,In state Resident
1590807,Female,N,N,N,19,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,202150,No,95020,Gilroy,Associate & transfer to 4-yr,Engineering,51,39,39,130,Continuing Student,Received High School Diploma,Gilroy High,433283,2021,In state Resident
1590924,Female,N,N,N,16,19 or Less,Asian,N,Y,N,6.0-8.9,Credit,No,202230,No,95124,San Jose,Associate & transfer to 4-yr,Engineering,13,13,13,52,Concurrent - HS Student,Special Admit enrolled K-12,Branham High Schl,433086,,Concurrent / High School
1590986,Female,N,Y,N,19,19 or Less,White,N,N,N,6.0-8.9,Credit,No,202170,Yes,95050,Santa Clara,Associate & transfer to 4-yr,Communications Studies,20,3,16,6,Continuing Student,Received High School Diploma,Leigh High,433023,2021,In state Resident
1591022,Female,N,N,N,19,19 or Less,White,N,N,N,12.0-14.9,Credit,No,202170,No,95112,San Jose,Associate & transfer to 4-yr,Theatre Arts:Acting,32,32,32,106,Continuing Student,Received High School Diploma,Abraham Lincoln High,433379,2021,In state Resident
1591043,Male,N,N,N,17,19 or Less,Asian,N,Y,N,3.0-5.9,Credit,Yes,,No,95129,San Jose,Undeciced on goal,Mathematics,,,,,Concurrent - HS Student,Special Admit enrolled K-12,Lynbrook High,433442,,Concurrent / High School
1591097,Male,N,N,N,21,20-24,White,N,N,N,15+,Credit,No,202170,No,95070,Saratoga,Associate & transfer to 4-yr,Liberal Arts: Arts & Hum,41,34,34,106,Continuing Student,,Foreign High School,9998HS,2021,Foreign
1591325,Male,Y,Y,Y,18,19 or Less,White,Y,N,N,15+,Credit,No,202170,Yes,95020,Gilroy,Associate & transfer to 4-yr,Engineering,29,23,23,61,Continuing Student,Received High School Diploma,Christopher High,011838,2021,In state Resident
1591386,Female,N,N,N,19,19 or Less,Hispanic,N,Y,Y,6.0-8.9,Credit,No,202170,No,95122,San Jose,Associate & transfer to 4-yr,Liberal Arts: Soc & Beh Sci,69.5,69.5,59,222.9,Continuing Student,Received High School Diploma,"King'S Academy, The",707842,2020,In state Resident
